ID,Name,Size Byte[Bit],Encoding Name,Mask,Min,Max
8,Test Failed,0 [1],FALSE,$1 ,$0 ,$0 
8,Test Failed,0 [1],TRUE,$1 ,$1 ,$1 
9,Test Failed This Operation Cycle,0 [1],FALSE,$1 ,$0 ,$0 
9,Test Failed This Operation Cycle,0 [1],TRUE,$1 ,$1 ,$1 
10,Pending DTC,0 [1],FALSE,$1 ,$0 ,$0 
10,Pending DTC,0 [1],TRUE,$1 ,$1 ,$1 
11,Confirmed DTC,0 [1],FALSE,$1 ,$0 ,$0 
11,Confirmed DTC,0 [1],TRUE,$1 ,$1 ,$1 
12,Test Not Completed Since Last Clear,0 [1],FALSE,$1 ,$0 ,$0 
12,Test Not Completed Since Last Clear,0 [1],TRUE,$1 ,$1 ,$1 
13,Test Failed Since Last Clear,0 [1],FALSE,$1 ,$0 ,$0 
13,Test Failed Since Last Clear,0 [1],TRUE,$1 ,$1 ,$1 
14,Test Not Completed This Operation Cycle,0 [1],FALSE,$1 ,$0 ,$0 
14,Test Not Completed This Operation Cycle,0 [1],TRUE,$1 ,$1 ,$1 
15,Warning Indicator Requested,0 [1],FALSE,$1 ,$0 ,$0 
15,Warning Indicator Requested,0 [1],TRUE,$1 ,$1 ,$1 
35,Communication Type,0 [2],Reserved,$3 ,$0 ,$0 
35,Communication Type,0 [2],Normal Communication Messages,$3 ,$1 ,$1 
35,Communication Type,0 [2],Network Management Communication Messages,$3 ,$2 ,$2 
35,Communication Type,0 [2],Network Management Communication Messages and normal Communication Messages,$3 ,$3 ,$3 
36,Communication Type Target,0 [4],Disable/Enable specified Communication Type (see encoding of bit 0-1) in the receiving node and all connected networks,$F,$0 ,$0 
36,Communication Type Target,0 [4],Network 1,$F,$1 ,$1 
36,Communication Type Target,0 [4],Network 2,$F,$2 ,$2 
36,Communication Type Target,0 [4],Network 3,$F,$3 ,$3 
36,Communication Type Target,0 [4],Network 4,$F,$4 ,$4 
36,Communication Type Target,0 [4],Network 5,$F,$5 ,$5 
36,Communication Type Target,0 [4],Network 6,$F,$6 ,$6 
36,Communication Type Target,0 [4],Network 7,$F,$7 ,$7 
36,Communication Type Target,0 [4],Network 8,$F,$8 ,$8 
36,Communication Type Target,0 [4],Network 9,$F,$9 ,$9 
36,Communication Type Target,0 [4],Network A,$F,$A,$A
36,Communication Type Target,0 [4],Network B,$F,$B,$B
36,Communication Type Target,0 [4],Network C,$F,$C,$C
36,Communication Type Target,0 [4],Network D,$F,$D,$D
36,Communication Type Target,0 [4],Network E,$F,$E,$E
36,Communication Type Target,0 [4],Disable/Enable network which request is received on (receiving node (server)),$F,$F,$F
37,Baudrate Identifier Values,1 [0],CAN 125000 Baud (125 KBaud),$FF,$10 ,$10 
37,Baudrate Identifier Values,1 [0],CAN 500000 Baud (500 KBaud),$FF,$12 ,$12 
37,Baudrate Identifier Values,1 [0],CAN 1000000 Baud (1 MBaud),$FF,$13 ,$13 
38,Address and Length Format Identifier,1 [0],"Length: memoryAddress 4 byte, memorySize 4 byte",$FF,$44 ,$44 
2029,True/False,0 [1],FALSE,$1 ,$0 ,$0 
2029,True/False,0 [1],TRUE,$1 ,$1 ,$1 
2096,Undefined (2b),0 [2],Undefined,$3 ,$0 ,$0 
2577,Failed/Passed (1 Byte),1 [0],Failed,$FF,$0 ,$0 
2577,Failed/Passed (1 Byte),1 [0],Passed,$FF,$1 ,$1 
3795,Off / On,0 [1],Off,$1 ,$0 ,$0 
3795,Off / On,0 [1],On,$1 ,$1 ,$1 
4008,Not Pressed / Pressed,0 [1],Not Pressed,$1 ,$0 ,$0 
4008,Not Pressed / Pressed,0 [1],Pressed,$1 ,$1 ,$1 
4635,VTA Status (VMM 515),1 [0],Disarmed,$FF,$0 ,$0 
4635,VTA Status (VMM 515),1 [0],Pre-Armed,$FF,$1 ,$1 
4635,VTA Status (VMM 515),1 [0],Armed,$FF,$2 ,$2 
4635,VTA Status (VMM 515),1 [0],Alarm - Lights Only,$FF,$3 ,$3 
4635,VTA Status (VMM 515),1 [0],Alarm - Lights and Horn,$FF,$4 ,$4 
4635,VTA Status (VMM 515),1 [0],Tamper Alert,$FF,$5 ,$5 
4635,VTA Status (VMM 515),1 [0],VTA ITM Alarm,$FF,$6 ,$6 
4635,VTA Status (VMM 515),1 [0],SNA,$FF,$7 ,$7 
7234,Not Complete / Complete,0 [1],Not Complete,$1 ,$0 ,$0 
7234,Not Complete / Complete,0 [1],Complete,$1 ,$1 ,$1 
7795,Power window adjustment,0 [3],Not Pressed,$7 ,$0 ,$0 
7795,Power window adjustment,0 [3],Manual Open Pressed,$7 ,$1 ,$1 
7795,Power window adjustment,0 [3],Manual Close Pressed,$7 ,$2 ,$2 
7795,Power window adjustment,0 [3],Automatic Open Pressed,$7 ,$5 ,$5 
7795,Power window adjustment,0 [3],Automatic Close Pressed,$7 ,$6 ,$6 
7795,Power window adjustment,0 [3],Implausible,$7 ,$7 ,$7 
7936,Not Engaged / Engaged,0 [1],Not Engaged,$1 ,$0 ,$0 
7936,Not Engaged / Engaged,0 [1],Engaged,$1 ,$1 ,$1 
9903,Reserved (1 Bit),0 [1],Reserved,$1 ,$0 ,$0 
11110,Engaged/Not Engaged,0 [1],Not Engaged,$1 ,$0 ,$0 
11110,Engaged/Not Engaged,0 [1],Engaged,$1 ,$1 ,$1 
11181,Absent / Present,0 [1],Absent,$1 ,$0 ,$0 
11181,Absent / Present,0 [1],Present,$1 ,$1 ,$1 
11763,_Reserved_Special_Conversion_TC1758,0 [1],Reserved,$1 ,$0 ,$0 
12650,Not Active / Active,0 [1],Not Active,$1 ,$0 ,$0 
12650,Not Active / Active,0 [1],Active,$1 ,$1 ,$1 
13065,DTC AllSupportedSnapshotRecordNumbers with FF,1 [0],Record 0x01,$FF,$1 ,$1 
13065,DTC AllSupportedSnapshotRecordNumbers with FF,1 [0],Record 0x02,$FF,$2 ,$2 
13065,DTC AllSupportedSnapshotRecordNumbers with FF,1 [0],All Records (0xFF),$FF,$FF,$FF
13122,Average last longitudinal accel values,0 [4],No Averaging,$F,$0 ,$0 
13122,Average last longitudinal accel values,0 [4],Average 1,$F,$1 ,$1 
13122,Average last longitudinal accel values,0 [4],Average 2,$F,$2 ,$2 
13122,Average last longitudinal accel values,0 [4],Average 3,$F,$3 ,$3 
13122,Average last longitudinal accel values,0 [4],Average 4,$F,$4 ,$4 
13122,Average last longitudinal accel values,0 [4],Average 5,$F,$5 ,$5 
13122,Average last longitudinal accel values,0 [4],Average 6,$F,$6 ,$6 
13122,Average last longitudinal accel values,0 [4],Average 7,$F,$7 ,$7 
13122,Average last longitudinal accel values,0 [4],Average 8,$F,$8 ,$8 
13122,Average last longitudinal accel values,0 [4],Average 9,$F,$9 ,$9 
13122,Average last longitudinal accel values,0 [4],Average 10,$F,$A,$A
13122,Average last longitudinal accel values,0 [4],Average 11,$F,$B,$B
13122,Average last longitudinal accel values,0 [4],Average 12,$F,$C,$C
13122,Average last longitudinal accel values,0 [4],Average 13,$F,$D,$D
13122,Average last longitudinal accel values,0 [4],Average 14,$F,$E,$E
13122,Average last longitudinal accel values,0 [4],Average 15,$F,$F,$F
13123,Average last lateral accel values,0 [4],No Averaging,$F,$0 ,$0 
13123,Average last lateral accel values,0 [4],Average 1,$F,$1 ,$1 
13123,Average last lateral accel values,0 [4],Average 2,$F,$2 ,$2 
13123,Average last lateral accel values,0 [4],Average 3,$F,$3 ,$3 
13123,Average last lateral accel values,0 [4],Average 4,$F,$4 ,$4 
13123,Average last lateral accel values,0 [4],Average 5,$F,$5 ,$5 
13123,Average last lateral accel values,0 [4],Average 6,$F,$6 ,$6 
13123,Average last lateral accel values,0 [4],Average 7,$F,$7 ,$7 
13123,Average last lateral accel values,0 [4],Average 8,$F,$8 ,$8 
13123,Average last lateral accel values,0 [4],Average 9,$F,$9 ,$9 
13123,Average last lateral accel values,0 [4],Average 10,$F,$A,$A
13123,Average last lateral accel values,0 [4],Average 11,$F,$B,$B
13123,Average last lateral accel values,0 [4],Average 12,$F,$C,$C
13123,Average last lateral accel values,0 [4],Average 13,$F,$D,$D
13123,Average last lateral accel values,0 [4],Average 14,$F,$E,$E
13123,Average last lateral accel values,0 [4],Average 15,$F,$F,$F
13124,Excess longitudinal acceleration factor,0 [4],Filter Off,$F,$0 ,$0 
13124,Excess longitudinal acceleration factor,0 [4],0.5,$F,$1 ,$1 
13124,Excess longitudinal acceleration factor,0 [4],1,$F,$2 ,$2 
13124,Excess longitudinal acceleration factor,0 [4],1.5,$F,$3 ,$3 
13124,Excess longitudinal acceleration factor,0 [4],2,$F,$4 ,$4 
13124,Excess longitudinal acceleration factor,0 [4],2.5,$F,$5 ,$5 
13124,Excess longitudinal acceleration factor,0 [4],3,$F,$6 ,$6 
13124,Excess longitudinal acceleration factor,0 [4],3.5,$F,$7 ,$7 
13124,Excess longitudinal acceleration factor,0 [4],4,$F,$8 ,$8 
13124,Excess longitudinal acceleration factor,0 [4],4.5,$F,$9 ,$9 
13124,Excess longitudinal acceleration factor,0 [4],5,$F,$A,$A
13124,Excess longitudinal acceleration factor,0 [4],5.5,$F,$B,$B
13124,Excess longitudinal acceleration factor,0 [4],6,$F,$C,$C
13124,Excess longitudinal acceleration factor,0 [4],6.5,$F,$D,$D
13124,Excess longitudinal acceleration factor,0 [4],7,$F,$E,$E
13124,Excess longitudinal acceleration factor,0 [4],7.5,$F,$F,$F
13126,Brake smoothing duration,0 [5],Filter Off,$1F,$0 ,$0 
13126,Brake smoothing duration,0 [5],1 period,$1F,$1 ,$1 
13126,Brake smoothing duration,0 [5],2 periods,$1F,$2 ,$2 
13126,Brake smoothing duration,0 [5],3 periods,$1F,$3 ,$3 
13126,Brake smoothing duration,0 [5],4 periods,$1F,$4 ,$4 
13126,Brake smoothing duration,0 [5],5 periods,$1F,$5 ,$5 
13126,Brake smoothing duration,0 [5],6 periods,$1F,$6 ,$6 
13126,Brake smoothing duration,0 [5],7 periods,$1F,$7 ,$7 
13126,Brake smoothing duration,0 [5],8 periods,$1F,$8 ,$8 
13126,Brake smoothing duration,0 [5],9 periods,$1F,$9 ,$9 
13126,Brake smoothing duration,0 [5],10 periods,$1F,$A,$A
13126,Brake smoothing duration,0 [5],11 periods,$1F,$B,$B
13126,Brake smoothing duration,0 [5],12 periods,$1F,$C,$C
13126,Brake smoothing duration,0 [5],13 periods,$1F,$D,$D
13126,Brake smoothing duration,0 [5],14 periods,$1F,$E,$E
13126,Brake smoothing duration,0 [5],15 periods,$1F,$F,$F
13126,Brake smoothing duration,0 [5],16 periods,$1F,$10 ,$10 
13126,Brake smoothing duration,0 [5],17 periods,$1F,$11 ,$11 
13126,Brake smoothing duration,0 [5],18 periods,$1F,$12 ,$12 
13126,Brake smoothing duration,0 [5],19 periods,$1F,$13 ,$13 
13126,Brake smoothing duration,0 [5],20 periods,$1F,$14 ,$14 
13126,Brake smoothing duration,0 [5],21 periods,$1F,$15 ,$15 
13126,Brake smoothing duration,0 [5],22 periods,$1F,$16 ,$16 
13126,Brake smoothing duration,0 [5],23 periods,$1F,$17 ,$17 
13126,Brake smoothing duration,0 [5],24 periods,$1F,$18 ,$18 
13126,Brake smoothing duration,0 [5],25 periods,$1F,$19 ,$19 
13126,Brake smoothing duration,0 [5],26 periods,$1F,$1A,$1A
13126,Brake smoothing duration,0 [5],27 periods,$1F,$1B,$1B
13126,Brake smoothing duration,0 [5],28 periods,$1F,$1C,$1C
13126,Brake smoothing duration,0 [5],29 periods,$1F,$1D,$1D
13126,Brake smoothing duration,0 [5],30 periods,$1F,$1E,$1E
13126,Brake smoothing duration,0 [5],31 periods,$1F,$1F,$1F
13127,Brake smoothing factor,0 [3],Filter Off,$7 ,$0 ,$0 
13127,Brake smoothing factor,0 [3],0.5,$7 ,$1 ,$1 
13127,Brake smoothing factor,0 [3],1,$7 ,$2 ,$2 
13127,Brake smoothing factor,0 [3],1.5,$7 ,$3 ,$3 
13127,Brake smoothing factor,0 [3],2,$7 ,$4 ,$4 
13127,Brake smoothing factor,0 [3],2.5,$7 ,$5 ,$5 
13127,Brake smoothing factor,0 [3],3,$7 ,$6 ,$6 
13127,Brake smoothing factor,0 [3],3.5,$7 ,$7 ,$7 
13128,Steering smoothing duration,0 [5],Filter Off,$1F,$0 ,$0 
13128,Steering smoothing duration,0 [5],1 period,$1F,$1 ,$1 
13128,Steering smoothing duration,0 [5],2 periods,$1F,$2 ,$2 
13128,Steering smoothing duration,0 [5],3 periods,$1F,$3 ,$3 
13128,Steering smoothing duration,0 [5],4 periods,$1F,$4 ,$4 
13128,Steering smoothing duration,0 [5],5 periods,$1F,$5 ,$5 
13128,Steering smoothing duration,0 [5],6 periods,$1F,$6 ,$6 
13128,Steering smoothing duration,0 [5],7 periods,$1F,$7 ,$7 
13128,Steering smoothing duration,0 [5],8 periods,$1F,$8 ,$8 
13128,Steering smoothing duration,0 [5],9 periods,$1F,$9 ,$9 
13128,Steering smoothing duration,0 [5],10 periods,$1F,$A,$A
13128,Steering smoothing duration,0 [5],11 periods,$1F,$B,$B
13128,Steering smoothing duration,0 [5],12 periods,$1F,$C,$C
13128,Steering smoothing duration,0 [5],13 periods,$1F,$D,$D
13128,Steering smoothing duration,0 [5],14 periods,$1F,$E,$E
13128,Steering smoothing duration,0 [5],15 periods,$1F,$F,$F
13128,Steering smoothing duration,0 [5],16 periods,$1F,$10 ,$10 
13128,Steering smoothing duration,0 [5],17 periods,$1F,$11 ,$11 
13128,Steering smoothing duration,0 [5],18 periods,$1F,$12 ,$12 
13128,Steering smoothing duration,0 [5],19 periods,$1F,$13 ,$13 
13128,Steering smoothing duration,0 [5],20 periods,$1F,$14 ,$14 
13128,Steering smoothing duration,0 [5],21 periods,$1F,$15 ,$15 
13128,Steering smoothing duration,0 [5],22 periods,$1F,$16 ,$16 
13128,Steering smoothing duration,0 [5],23 periods,$1F,$17 ,$17 
13128,Steering smoothing duration,0 [5],24 periods,$1F,$18 ,$18 
13128,Steering smoothing duration,0 [5],25 periods,$1F,$19 ,$19 
13128,Steering smoothing duration,0 [5],26 periods,$1F,$1A,$1A
13128,Steering smoothing duration,0 [5],27 periods,$1F,$1B,$1B
13128,Steering smoothing duration,0 [5],28 periods,$1F,$1C,$1C
13128,Steering smoothing duration,0 [5],29 periods,$1F,$1D,$1D
13128,Steering smoothing duration,0 [5],30 periods,$1F,$1E,$1E
13128,Steering smoothing duration,0 [5],31 periods,$1F,$1F,$1F
13129,Steering smoothing factor,0 [3],Filter Off,$7 ,$0 ,$0 
13129,Steering smoothing factor,0 [3],0.5,$7 ,$1 ,$1 
13129,Steering smoothing factor,0 [3],1,$7 ,$2 ,$2 
13129,Steering smoothing factor,0 [3],1.5,$7 ,$3 ,$3 
13129,Steering smoothing factor,0 [3],2,$7 ,$4 ,$4 
13129,Steering smoothing factor,0 [3],2.5,$7 ,$5 ,$5 
13129,Steering smoothing factor,0 [3],3,$7 ,$6 ,$6 
13129,Steering smoothing factor,0 [3],3.5,$7 ,$7 ,$7 
13130,Steering smoothing threshold,0 [4],Filter Off,$F,$0 ,$0 
13130,Steering smoothing threshold,0 [4],10 degrees,$F,$1 ,$1 
13130,Steering smoothing threshold,0 [4],20 degrees,$F,$2 ,$2 
13130,Steering smoothing threshold,0 [4],30 degrees,$F,$3 ,$3 
13130,Steering smoothing threshold,0 [4],40 degrees,$F,$4 ,$4 
13130,Steering smoothing threshold,0 [4],50 degrees,$F,$5 ,$5 
13130,Steering smoothing threshold,0 [4],60 degrees,$F,$6 ,$6 
13130,Steering smoothing threshold,0 [4],70 degrees,$F,$7 ,$7 
13130,Steering smoothing threshold,0 [4],80 degrees,$F,$8 ,$8 
13130,Steering smoothing threshold,0 [4],90 degrees,$F,$9 ,$9 
13130,Steering smoothing threshold,0 [4],100 degrees,$F,$A,$A
13130,Steering smoothing threshold,0 [4],110 degrees,$F,$B,$B
13130,Steering smoothing threshold,0 [4],120 degrees,$F,$C,$C
13130,Steering smoothing threshold,0 [4],130 degrees,$F,$D,$D
13130,Steering smoothing threshold,0 [4],140 degrees,$F,$E,$E
13130,Steering smoothing threshold,0 [4],150 degrees,$F,$F,$F
13131,Brake Smoothing threshold,0 [4],Filter Off,$F,$0 ,$0 
13131,Brake Smoothing threshold,0 [4],25 Nm,$F,$1 ,$1 
13131,Brake Smoothing threshold,0 [4],50 Nm,$F,$2 ,$2 
13131,Brake Smoothing threshold,0 [4],75 Nm,$F,$3 ,$3 
13131,Brake Smoothing threshold,0 [4],100 Nm,$F,$4 ,$4 
13131,Brake Smoothing threshold,0 [4],125 Nm,$F,$5 ,$5 
13131,Brake Smoothing threshold,0 [4],150 Nm,$F,$6 ,$6 
13131,Brake Smoothing threshold,0 [4],175 Nm,$F,$7 ,$7 
13131,Brake Smoothing threshold,0 [4],200 Nm,$F,$8 ,$8 
13131,Brake Smoothing threshold,0 [4],225 Nm,$F,$9 ,$9 
13131,Brake Smoothing threshold,0 [4],250 Nm,$F,$A,$A
13131,Brake Smoothing threshold,0 [4],275 Nm,$F,$B,$B
13131,Brake Smoothing threshold,0 [4],300 Nm,$F,$C,$C
13131,Brake Smoothing threshold,0 [4],325 Nm,$F,$D,$D
13131,Brake Smoothing threshold,0 [4],350 Nm,$F,$E,$E
13131,Brake Smoothing threshold,0 [4],375 Nm,$F,$F,$F
13132,Maximum longitudinal change,0 [4],Filter Off,$F,$0 ,$0 
13132,Maximum longitudinal change,0 [4],.2 degrees,$F,$1 ,$1 
13132,Maximum longitudinal change,0 [4],.4 degrees,$F,$2 ,$2 
13132,Maximum longitudinal change,0 [4],.6 degrees,$F,$3 ,$3 
13132,Maximum longitudinal change,0 [4],.8 degrees,$F,$4 ,$4 
13132,Maximum longitudinal change,0 [4],1.0 degrees,$F,$5 ,$5 
13132,Maximum longitudinal change,0 [4],1.2 degrees,$F,$6 ,$6 
13132,Maximum longitudinal change,0 [4],1.4 degrees,$F,$7 ,$7 
13132,Maximum longitudinal change,0 [4],1.6 degrees,$F,$8 ,$8 
13132,Maximum longitudinal change,0 [4],1.8 degrees,$F,$9 ,$9 
13132,Maximum longitudinal change,0 [4],2.0 degrees,$F,$A,$A
13132,Maximum longitudinal change,0 [4],2.2 degrees,$F,$B,$B
13132,Maximum longitudinal change,0 [4],2.4 degrees,$F,$C,$C
13132,Maximum longitudinal change,0 [4],2.6 degrees,$F,$D,$D
13132,Maximum longitudinal change,0 [4],2.8 degrees,$F,$E,$E
13132,Maximum longitudinal change,0 [4],3.0 degrees,$F,$F,$F
13133,Maximum lateral change,0 [4],Filter Off,$F,$0 ,$0 
13133,Maximum lateral change,0 [4],.2 degrees,$F,$1 ,$1 
13133,Maximum lateral change,0 [4],.4 degrees,$F,$2 ,$2 
13133,Maximum lateral change,0 [4],.6 degrees,$F,$3 ,$3 
13133,Maximum lateral change,0 [4],.8 degrees,$F,$4 ,$4 
13133,Maximum lateral change,0 [4],1.0 degrees,$F,$5 ,$5 
13133,Maximum lateral change,0 [4],1.2 degrees,$F,$6 ,$6 
13133,Maximum lateral change,0 [4],1.4 degrees,$F,$7 ,$7 
13133,Maximum lateral change,0 [4],1.6 degrees,$F,$8 ,$8 
13133,Maximum lateral change,0 [4],1.8 degrees,$F,$9 ,$9 
13133,Maximum lateral change,0 [4],2.0 degrees,$F,$A,$A
13133,Maximum lateral change,0 [4],2.2 degrees,$F,$B,$B
13133,Maximum lateral change,0 [4],2.4 degrees,$F,$C,$C
13133,Maximum lateral change,0 [4],2.6 degrees,$F,$D,$D
13133,Maximum lateral change,0 [4],2.8 degrees,$F,$E,$E
13133,Maximum lateral change,0 [4],3.0 degrees,$F,$F,$F
13135,Acceleration factor,0 [4],Filter Off,$F,$0 ,$0 
13135,Acceleration factor,0 [4],0.5,$F,$1 ,$1 
13135,Acceleration factor,0 [4],1,$F,$2 ,$2 
13135,Acceleration factor,0 [4],1.5,$F,$3 ,$3 
13135,Acceleration factor,0 [4],2,$F,$4 ,$4 
13135,Acceleration factor,0 [4],2.5,$F,$5 ,$5 
13135,Acceleration factor,0 [4],3,$F,$6 ,$6 
13135,Acceleration factor,0 [4],3.5,$F,$7 ,$7 
13135,Acceleration factor,0 [4],4,$F,$8 ,$8 
13135,Acceleration factor,0 [4],4.5,$F,$9 ,$9 
13135,Acceleration factor,0 [4],5,$F,$A,$A
13135,Acceleration factor,0 [4],5.5,$F,$B,$B
13135,Acceleration factor,0 [4],6,$F,$C,$C
13135,Acceleration factor,0 [4],6.5,$F,$D,$D
13135,Acceleration factor,0 [4],7,$F,$E,$E
13135,Acceleration factor,0 [4],7.5,$F,$F,$F
13631,Not Ready to send ENQp message/Send ENQp message,1 [0],Not Ready to send ENQp message,$FF,$0 ,$0 
13631,Not Ready to send ENQp message/Send ENQp message,1 [0],Send ENQp message,$FF,$1 ,$1 
13634,Not ready to send MK1/Ready to send MK1,1 [0],Not ready to send MK1,$FF,$0 ,$0 
13634,Not ready to send MK1/Ready to send MK1,1 [0],Ready to send MK1,$FF,$1 ,$1 
13679,Excess lateral aceleration factor,0 [2],Filter Off,$3 ,$0 ,$0 
13679,Excess lateral aceleration factor,0 [2],0.5,$3 ,$1 ,$1 
13679,Excess lateral aceleration factor,0 [2],1,$3 ,$2 ,$2 
13679,Excess lateral aceleration factor,0 [2],1.5,$3 ,$3 ,$3 
14462,Lock the BCM,2 [0],Not Locked,$FFFF,$0 ,$55A9
14462,Lock the BCM,2 [0],Locked,$FFFF,$55AA,$55AA
14462,Lock the BCM,2 [0],Not Locked,$FFFF,$55AB,$FFFF
14538,Disabled / Enabled,0 [1],Disabled,$1 ,$0 ,$0 
14538,Disabled / Enabled,0 [1],Enabled,$1 ,$1 ,$1 
14619,EngineSts,0 [2],Engine Off,$3 ,$0 ,$0 
14619,EngineSts,0 [2],Engine Cranking,$3 ,$1 ,$1 
14619,EngineSts,0 [2],Engine On,$3 ,$2 ,$2 
14619,EngineSts,0 [2],SNA,$3 ,$3 ,$3 
14620,_0False_1True_TC4460,0 [1],FALSE,$1 ,$0 ,$0 
14620,_0False_1True_TC4460,0 [1],TRUE,$1 ,$1 ,$1 
14626,_True__False_TC130,0 [1],FALSE,$1 ,$0 ,$0 
14626,_True__False_TC130,0 [1],TRUE,$1 ,$1 ,$1 
19020,Close / Open,0 [1],Close,$1 ,$0 ,$0 
19020,Close / Open,0 [1],Open,$1 ,$1 ,$1 
19099,Reserved (7 Bit),0 [7],Reserved,$7F,$0 ,$0 
19334,_offon_TC9801,0 [1],Off,$1 ,$0 ,$0 
19334,_offon_TC9801,0 [1],On,$1 ,$1 ,$1 
19451,_DisableEnable_TC10766,0 [1],Disable,$1 ,$0 ,$0 
19451,_DisableEnable_TC10766,0 [1],Enable,$1 ,$1 ,$1 
21954,Nose dive threshold,0 [4],Filter Off,$F,$0 ,$0 
21954,Nose dive threshold,0 [4],200 degrees,$F,$1 ,$1 
21954,Nose dive threshold,0 [4],220 degrees,$F,$2 ,$2 
21954,Nose dive threshold,0 [4],240 degrees,$F,$3 ,$3 
21954,Nose dive threshold,0 [4],260 degrees,$F,$4 ,$4 
21954,Nose dive threshold,0 [4],280 degrees,$F,$5 ,$5 
21954,Nose dive threshold,0 [4],300 degrees,$F,$6 ,$6 
21954,Nose dive threshold,0 [4],320 degrees,$F,$7 ,$7 
21954,Nose dive threshold,0 [4],340 degrees,$F,$8 ,$8 
21954,Nose dive threshold,0 [4],360 degrees,$F,$9 ,$9 
21954,Nose dive threshold,0 [4],380 degrees,$F,$A,$A
21954,Nose dive threshold,0 [4],400 degrees,$F,$B,$B
21954,Nose dive threshold,0 [4],420 degrees,$F,$C,$C
21954,Nose dive threshold,0 [4],440 degrees,$F,$D,$D
21954,Nose dive threshold,0 [4],460 degrees,$F,$E,$E
21954,Nose dive threshold,0 [4],480 degrees,$F,$F,$F
21955,Acceleration threshold,0 [4],Filter Off,$F,$0 ,$0 
21955,Acceleration threshold,0 [4],0.1 m/s2,$F,$1 ,$1 
21955,Acceleration threshold,0 [4],0.2 m/s2,$F,$2 ,$2 
21955,Acceleration threshold,0 [4],0.3 m/s2,$F,$3 ,$3 
21955,Acceleration threshold,0 [4],0.4 m/s2,$F,$4 ,$4 
21955,Acceleration threshold,0 [4],0.5 m/s2,$F,$5 ,$5 
21955,Acceleration threshold,0 [4],0.6 m/s2,$F,$6 ,$6 
21955,Acceleration threshold,0 [4],0.7 m/s2,$F,$7 ,$7 
21955,Acceleration threshold,0 [4],0.8 m/s2,$F,$8 ,$8 
21955,Acceleration threshold,0 [4],0.9 m/s2,$F,$9 ,$9 
21955,Acceleration threshold,0 [4],1.0 m/s2,$F,$A,$A
21955,Acceleration threshold,0 [4],1.1 m/s2,$F,$B,$B
21955,Acceleration threshold,0 [4],1.2 m/s2,$F,$C,$C
21955,Acceleration threshold,0 [4],1.3 m/s2,$F,$D,$D
21955,Acceleration threshold,0 [4],1.4 m/s2,$F,$E,$E
21955,Acceleration threshold,0 [4],1.5 m/s2,$F,$F,$F
22309,Immo Fail Reason,1 [0],Timeout,$FF,$0 ,$0 
22309,Immo Fail Reason,1 [0],Incorrect Code,$FF,$1 ,$1 
22309,Immo Fail Reason,1 [0],Negative Response,$FF,$2 ,$2 
22309,Immo Fail Reason,1 [0],Key not authenticated,$FF,$50 ,$50 
22309,Immo Fail Reason,1 [0],ESL not unlocked,$FF,$60 ,$60 
22309,Immo Fail Reason,1 [0],VTM blocked,$FF,$70 ,$70 
22309,Immo Fail Reason,1 [0],SNA,$FF,$FF,$FF
31848,Logistic Mode,1 [0],Standard Power,$FF,$0 ,$0 
31848,Logistic Mode,1 [0],Logistic Mode active,$FF,$1 ,$1 
32688,False / True,0 [1],FALSE,$1 ,$0 ,$0 
32688,False / True,0 [1],TRUE,$1 ,$1 ,$1 
49375,Pass / Fail,0 [1],Pass,$1 ,$0 ,$0 
49375,Pass / Fail,0 [1],Fail,$1 ,$1 ,$1 
66160,Closed / Open,0 [1],Closed,$1 ,$0 ,$0 
66160,Closed / Open,0 [1],Open,$1 ,$1 ,$1 
69218,Supp/not supp (1bit),0 [1],Not supported,$1 ,$0 ,$0 
69218,Supp/not supp (1bit),0 [1],Supported,$1 ,$1 ,$1 
70152,LOCKED / UNLOCKED,0 [1],Locked,$1 ,$0 ,$0 
70152,LOCKED / UNLOCKED,0 [1],Unlocked,$1 ,$1 ,$1 
79609,_Diagnostic_Specification_Information__Standard_Diagnostic_Data_UDS_Version_TC76064,1 [0],Reserved,$FF,$0 ,$3F
79609,_Diagnostic_Specification_Information__Standard_Diagnostic_Data_UDS_Version_TC76064,1 [0],CS.00102 Change Level -,$FF,$40 ,$40 
79609,_Diagnostic_Specification_Information__Standard_Diagnostic_Data_UDS_Version_TC76064,1 [0],CS.00102 Change Level A,$FF,$41 ,$41 
79609,_Diagnostic_Specification_Information__Standard_Diagnostic_Data_UDS_Version_TC76064,1 [0],CS.00102 Change Level B,$FF,$42 ,$42 
79609,_Diagnostic_Specification_Information__Standard_Diagnostic_Data_UDS_Version_TC76064,1 [0],CS.00102 Change Level C,$FF,$43 ,$43 
79609,_Diagnostic_Specification_Information__Standard_Diagnostic_Data_UDS_Version_TC76064,1 [0],CS.00102 Change Level D,$FF,$44 ,$44 
79609,_Diagnostic_Specification_Information__Standard_Diagnostic_Data_UDS_Version_TC76064,1 [0],CS.00102 Change Level E,$FF,$45 ,$45 
79609,_Diagnostic_Specification_Information__Standard_Diagnostic_Data_UDS_Version_TC76064,1 [0],CS.00102 Change Level F,$FF,$46 ,$46 
79609,_Diagnostic_Specification_Information__Standard_Diagnostic_Data_UDS_Version_TC76064,1 [0],Reserved,$FF,$47 ,$FE
79609,_Diagnostic_Specification_Information__Standard_Diagnostic_Data_UDS_Version_TC76064,1 [0],Not Supported,$FF,$FF,$FF
